customer_tweet_id,customer_text,brand_response,suggested_intent,suggested_confidence,suggested_auto_or_escalate,suggested_escalation_reason,intent,auto_or_escalate,escalation_reason,human_notes
2774408,@AppleSupport Hiya! My keyboard is wireless and I can't launch the recovery assistant when restarting my Mac Mini. Is there any way I can do it without pressing command+R on the loading screen?,"@775367 That's a great question, to boot your Mac Mini in to recovery mode you'll need a wired keyboard. For information on startup key combinations, check this out: https://t.co/hYCrHTAsTM",device_hardware,0.877,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,device_hardware,AUTO-HANDLE,Routine troubleshooting,
2571999,S/O @115858 for fixing all the issues in the new update - loving the new notification view https://t.co/irvmnw3cVn,@729335 That’s unexpected. Let’s see what we can find out. Which version of iOS are you running exactly? Does the issue persist after a restart?,ios_update,0.791,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
1234314,@AppleSupport A recent Bootcamp update removed the Wireless adapter. It's nowhere to be found! Is this a known issue?,@409511 Let's look into this for you. Send us a DM and we can go over some options. https://t.co/GDrqU22YpT,ios_update,0.448,ESCALATE,Low intent confidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
1508699,Hey @115858 - figure this out! Everyone is having problems with the “I️” on their iPhone. It’s a MAJOR issue. Thought upgrade might handle.NO,@470179 Glad you reached out. Please DM us and we can chat. https://t.co/GDrqU22YpT,ios_update,0.349,ESCALATE,Low intent confidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
875113,@AppleSupport Thanks for the link but what happened to “Play in sequential order” do I have to pick each ep one at a time now?,"@327768 Check out the instructions on that article under ""Listen Continuously with Up Next"" for more info.",app_service,0.539,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1780304,This @115858 iOS update is awful🙄slows down everything!,@534871 Thanks for reaching out. We want you to be happy with iOS 11. Let us know in DM what the exact update version you have is. https://t.co/GDrqU22YpT,ios_update,0.971,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
637407,@AppleSupport Can you do it with the 3rd generation Apple TV? Thanks,"@203849 At this time the Apple TV Remote app is only available on the Apple TV 4K or Apple TV (4th generation). This is detailed in the article we provided.
Let us know if you have any other questions.",app_service,0.717,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
250079,@AppleSupport Yes,@175419 Have you restarted since this began? Let us know in DM and we'll dig deeper into what's going on. https://t.co/GDrqU22YpT,app_service,0.959,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1300684,"@423989 @115858 I swear, I lost my 55GB data, it totally sucks",@423988 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU2kzhr,other,0.539,ESCALATE,Low intent confidence,other,AUTO-HANDLE,Routine troubleshooting,
982097,"@AppleSupport We do use RESTRICTIONS and BLOCKED apps.
The problem is she can access these things through allowed apps.
Your restrictions don’t work. 🙁",@352856 Let's continue in DM.  Which country are you located in? https://t.co/GDrqU22YpT,app_service,0.556,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
92625,my battery life when i first got my 7+ lasted two days without charging it. now this shit barely makes it past 3pm. @AppleSupport this is not okay!!!,@136048 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt, General &gt, About for the version.,device_hardware,0.83,device_hardware,AUTO-HANDLE,Routine troubleshooting,
1445547,I updated my phone and still seeing question mark boxes wtf @115858,@455439 We're here for you. DM us using the link below and we'll go from there. https://t.co/GDrqU22YpT,ios_update,0.591,ESCALATE,Low intent confidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
1157358,@AppleSupport My phone now freezes when I have 1 app opened and trying to text.. or literally when trying to unlock. I am so upset right now,@333299 We'd be happy to take a look. Are there any apps in particular that freeze up? Let us know via DM. https://t.co/GDrqU22YpT,device_performance,0.748,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,device_performance,AUTO-HANDLE,Routine troubleshooting,
8299,@AppleSupport DL the latest iOS today. Very laggy 6s. Phone is running like hammered dog shit since the DL.,@117455 Are you seeing issues across all apps or are you noticing lag when performing specific tasks? Let us know in DM. https://t.co/GDrqU22YpT,ios_update,0.657,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
512530,"Hey @115858..the new iPhone os sucks! I guess the joke’s on me cuz I’m NOT ponying up for the new phone. Maybe when I do need the upgrade, it’ll be android!",@237875 We’re here to help you with any issues you may be experiencing with your iPhone. Click the DM link and let us know what’s happening and we’ll get started there. https://t.co/GDrqU22YpT,ios_update,0.41,ESCALATE,Low intent confidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
2697294,"Dear @115858 @AppleSupport, I've lost most of my notes on the Preview App on my pdfs by updating to MacOS High Sierra. Way to go before exams.","@757915 We're here for you. To make sure we're on the same page, you've edited PDF documents in Preview and after updating, those edits are now gone? 

Let us know in DM. https://t.co/GDrqU22YpT",app_service,0.374,ESCALATE,Low intent confidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
484607,@AppleSupport Nope. https://t.co/S9StS96E3U,@230324 Thank you for that information.  Let's see if they load correctly in safe mode.  This is how boot into safe mode: https://t.co/PQ4LSYhUTY,app_service,0.876,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1458740,"@AppleSupport hi, what can i do? Everything is true ! https://t.co/jTFxyqRfrW",@458589 We'd be happy to help. Check out these steps to see if it resolves the issue: https://t.co/U96y4MTG7k,app_service,0.639,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
2308422,@AppleSupport My iPhone 6S was turned off and now I cannot enter my passcode! I am unable to use the phone!!,@669591 We want to ensure you can access your phone! Was the screen not responding when you're on the lock screen?,app_service,0.245,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1800916,@AppleSupport Since the upgrade(s) of iOS 11 ☹️,@541124 What version of iOS 11 you are currently running? You can find this information by going to Settings &gt, General &gt, About.,ios_update,0.999,ios_update,AUTO-HANDLE,Routine troubleshooting,
503629,@AppleSupport Do not need this shit right now!,@235361 We've got your back. Do you see the hard drive in Disk Utility while in recovery mode?,app_service,0.577,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
2025449,@115858 I need a fix ASAP for this I problem.,@598978 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,other,0.8,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,other,AUTO-HANDLE,Routine troubleshooting,
938113,"@AppleSupport iPad orientation does not move when the iPad does any longer,  charge don’t last, podcast update is horrible",@342368 Got it. Let us know in DM if a restart helps with the orientation: https://t.co/GDrqU22YpT,ios_update,0.533,ESCALATE,Low intent confidence,billing_subscription,ESCALATE,Billing or account issue requires human review,
